advisory_id,MSS OAR Number,Title,Category,Updated,Rating
104899,MSS-OAR-E01-2022:624.1,Novell: SUSE-SU-2022:0181-1: important: Security update for the Linux Kernel,Novell SuSE,2022-01-28T13:47:03.000Z,Kyndryl Advisory
104898,MSS-OAR-E01-2022:623.1,Novell: SUSE-SU-2022:14877-1: important: Security update for htmldoc,Novell SuSE,2022-01-28T13:40:32.000Z,Kyndryl Advisory
104897,MSS-OAR-E01-2022:622.1,Novell: SUSE-SU-2022:0138-1: important: Security update for grafana,Novell SuSE,2022-01-28T13:40:07.000Z,Kyndryl Advisory
104896,MSS-OAR-E01-2022:621.1,Novell: SUSE-SU-2022:0206-1: moderate: Security update for python-numpy,Novell SuSE,2022-01-28T13:39:36.000Z,Kyndryl Advisory
104895,MSS-OAR-E01-2022:620.1,Novell: SUSE-SU-2022:0134-1: moderate: Security update for python-numpy,Novell SuSE,2022-01-28T13:39:10.000Z,Kyndryl Advisory
104894,MSS-OAR-E01-2022:619.1,"Novell: SUSE-SU-2022:0213-1: moderate: Security update for containerd, docker",Novell SuSE,2022-01-28T13:38:48.000Z,Kyndryl Advisory
104893,MSS-OAR-E01-2022:618.1,Novell: SUSE-SU-2022:0210-1: Security update for qemu,Novell SuSE,2022-01-28T13:38:15.000Z,Kyndryl Advisory
104892,MSS-OAR-E01-2022:617.1,Novell: SUSE-SU-2022:0160-1: important: Security update for clamav,Novell SuSE,2022-01-28T13:37:44.000Z,Kyndryl Advisory
104891,MSS-OAR-E01-2022:616.1,Novell: SUSE-SU-2022:0113-1: moderate: Security update for nodejs12,Novell SuSE,2022-01-28T13:37:18.000Z,Kyndryl Advisory
104890,MSS-OAR-E01-2022:615.1,"Novell: SUSE-SU-2022:0133-1: important: Security update for openstack-monasca-agent, spark, spark-kit, zookeeper",Novell SuSE,2022-01-28T13:32:54.000Z,Kyndryl Advisory
104889,MSS-OAR-E01-2022:614.1,Novell: SUSE-SU-2022:0131-1: important: Security update for the Linux Kernel,Novell SuSE,2022-01-28T13:32:27.000Z,Kyndryl Advisory
104888,MSS-OAR-E01-2022:613.1,Novell: SUSE-SU-2022:0091-2: important: Security update for apache2,Novell SuSE,2022-01-28T13:31:58.000Z,Kyndryl Advisory
104887,MSS-OAR-E01-2022:612.1,Novell: SUSE-SU-2022:0111-1: important: Security update for virglrenderer,Novell SuSE,2022-01-28T13:31:22.000Z,Kyndryl Advisory
104886,MSS-OAR-E01-2022:611.1,Novell: SUSE-SU-2022:14881-1: important: Security update for log4j,Novell SuSE,2022-01-28T13:30:53.000Z,Kyndryl Advisory
104859,MSS-OAR-E01-2022:584.2,Novell: openSUSE-SU-2022:0190-1: important: Security update for polkit,Novell SuSE,2022-01-28T13:26:31.000Z,Critical
104858,MSS-OAR-E01-2022:583.2,Novell: SUSE-SU-2022:0191-1: important: Security update for polkit,Novell SuSE,2022-01-28T13:26:05.000Z,Critical
104857,MSS-OAR-E01-2022:582.2,Novell: SUSE-SU-2022:0189-1: important: Security update for polkit,Novell SuSE,2022-01-28T13:25:37.000Z,Critical
104856,MSS-OAR-E01-2022:581.2,Novell: SUSE-SU-2022:0190-1: important: Security update for polkit,Novell SuSE,2022-01-28T13:25:03.000Z,Critical
104885,MSS-OAR-E01-2022:610.1,Novell: openSUSE-SU-2022:0184-1: important: Security update for json-c,Novell SuSE,2022-01-28T11:55:45.000Z,Kyndryl Advisory
104884,MSS-OAR-E01-2022:609.1,Novell: SUSE-SU-2022:0200-1: moderate: Security update for rust,Novell SuSE,2022-01-28T11:54:40.000Z,Kyndryl Advisory
104883,MSS-OAR-E01-2022:608.1,Novell: openSUSE-SU-2022:0199-1: important: Security update for MozillaThunderbird,Novell SuSE,2022-01-28T11:53:46.000Z,Kyndryl Advisory
104882,MSS-OAR-E01-2022:607.1,Novell: SUSE-SU-2022:0202-1: important: Security update for strongswan,Novell SuSE,2022-01-28T11:53:01.000Z,Kyndryl Advisory
104881,MSS-OAR-E01-2022:606.1,Novell: openSUSE-SU-2022:0210-1: Security update for qemu,Novell SuSE,2022-01-28T11:51:58.000Z,Kyndryl Advisory
104880,MSS-OAR-E01-2022:605.1,Novell: SUSE-SU-2022:0211-1: important: Security update for strongswan,Novell SuSE,2022-01-28T11:51:08.000Z,Kyndryl Advisory
104879,MSS-OAR-E01-2022:604.1,Novell: SUSE-SU-2022:0183-1: important: Security update for webkit2gtk3,Novell SuSE,2022-01-28T11:49:54.000Z,Kyndryl Advisory
104878,MSS-OAR-E01-2022:603.1,Novell: openSUSE-SU-2022:0198-1: important: Security update for the Linux Kernel,Novell SuSE,2022-01-28T11:48:59.000Z,Kyndryl Advisory
104877,MSS-OAR-E01-2022:602.1,Novell: SUSE-SU-2022:0214-1: important: Security update for log4j,Novell SuSE,2022-01-28T11:47:57.000Z,Kyndryl Advisory
104876,MSS-OAR-E01-2022:601.1,Novell: SUSE-SU-2022:0197-1: important: Security update for the Linux Kernel,Novell SuSE,2022-01-28T11:46:48.000Z,Kyndryl Advisory
104875,MSS-OAR-E01-2022:600.1,Novell: SUSE-SU-2022:0212-1: important: Security update for log4j,Novell SuSE,2022-01-28T11:45:28.000Z,Kyndryl Advisory
104874,MSS-OAR-E01-2022:599.1,Novell: openSUSE-SU-2022:0182-1: important: Security update for webkit2gtk3,Novell SuSE,2022-01-28T11:42:08.000Z,Kyndryl Advisory
104873,MSS-OAR-E01-2022:598.1,Novell: SUSE-SU-2022:0182-1: important: Security update for webkit2gtk3,Novell SuSE,2022-01-28T11:41:07.000Z,Kyndryl Advisory
104872,MSS-OAR-E01-2022:597.1,Novell: SUSE-SU-2022:0149-1: moderate: Security update for rust1.56,Novell SuSE,2022-01-28T11:31:58.000Z,Kyndryl Advisory
104871,MSS-OAR-E01-2022:596.1,Novell: SUSE-SU-2022:0118-1: moderate: Security update for python-numpy,Novell SuSE,2022-01-28T11:30:55.000Z,Kyndryl Advisory
104870,MSS-OAR-E01-2022:595.1,Novell: SUSE-SU-2022:0163-1: important: Security update for zxing-cpp,Novell SuSE,2022-01-28T11:30:08.000Z,Kyndryl Advisory
104869,MSS-OAR-E01-2022:594.1,Novell: SUSE-SU-2022:0157-1: important: Security update for zxing-cpp,Novell SuSE,2022-01-28T11:28:45.000Z,Kyndryl Advisory
104868,MSS-OAR-E01-2022:593.1,Novell: SUSE-SU-2022:0184-1: important: Security update for json-c,Novell SuSE,2022-01-28T11:27:43.000Z,Kyndryl Advisory
104867,MSS-OAR-E01-2022:592.1,Novell: openSUSE-SU-2022:0214-1: important: Security update for log4j,Novell SuSE,2022-01-28T11:25:26.000Z,Kyndryl Advisory
104866,MSS-OAR-E01-2022:591.1,Novell: SUSE-SU-2022:0175-1: moderate: Security update for rust1.57,Novell SuSE,2022-01-28T11:23:59.000Z,Kyndryl Advisory
104865,MSS-OAR-E01-2022:590.1,Novell: SUSE-SU-2022:14878-1: important: Security update for expat,Novell SuSE,2022-01-28T11:23:17.000Z,Kyndryl Advisory
104864,MSS-OAR-E01-2022:589.1,Novell: SUSE-SU-2022:0141-1: moderate: Security update for permissions,Novell SuSE,2022-01-28T11:21:41.000Z,Kyndryl Advisory
104863,MSS-OAR-E01-2022:588.1,Novell: SUSE-SU-2022:0139-1: important: Security update for grafana,Novell SuSE,2022-01-28T11:20:33.000Z,Kyndryl Advisory
104862,MSS-OAR-E01-2022:587.1,"Novell: SUSE-SU-2022:0126-1: important: Security update for openstack-monasca-agent, spark, spark-kit, zookeeper",Novell SuSE,2022-01-28T11:19:49.000Z,Kyndryl Advisory
104861,MSS-OAR-E01-2022:586.1,Novell: SUSE-SU-2022:0151-1: moderate: Security update for bind,Novell SuSE,2022-01-28T11:19:12.000Z,Kyndryl Advisory
104860,MSS-OAR-E01-2022:585.1,Novell: SUSE-SU-2022:0177-1: Security update for qemu,Novell SuSE,2022-01-28T11:18:21.000Z,Kyndryl Advisory
104855,MSS-OAR-E01-2022:580.1,Novell: SUSE-SU-2022:14876-1: moderate: Security update for java-1_7_1-ibm,Novell SuSE,2022-01-28T11:08:12.000Z,Kyndryl Advisory
104850,MSS-OAR-E01-2022:575.2,Red Hat: [RHSA-2022:0274-03] Important: polkit security update,Red Hat Linux,2022-01-27T14:00:12.000Z,Critical
104847,MSS-OAR-E01-2022:572.2,Red Hat: [RHSA-2022:0273-02] Important: polkit security update,Red Hat Linux,2022-01-27T13:59:15.000Z,Critical
104854,MSS-OAR-E01-2022:579.2,Red Hat: [RHSA-2022:0272-02] Important: polkit security update,Red Hat Linux,2022-01-27T13:58:18.000Z,Critical
104836,MSS-OAR-E01-2022:561.2,Red Hat: [RHSA-2022:0271-02] Important: polkit security update,Red Hat Linux,2022-01-27T13:57:17.000Z,Critical
104845,MSS-OAR-E01-2022:570.2,Red Hat: [RHSA-2022:0270-02] Important: polkit security update,Red Hat Linux,2022-01-27T13:56:13.000Z,Critical
104832,MSS-OAR-E01-2022:557.2,Red Hat: [RHSA-2022:0269-02] Important: polkit security update,Red Hat Linux,2022-01-27T13:54:58.000Z,Critical
104837,MSS-OAR-E01-2022:562.2,Red Hat: [RHSA-2022:0268-03] Important: polkit security update,Red Hat Linux,2022-01-27T13:53:52.000Z,Critical
104831,MSS-OAR-E01-2022:556.2,Red Hat: [RHSA-2022:0267-03] Important: polkit security update,Red Hat Linux,2022-01-27T13:52:42.000Z,Critical
104840,MSS-OAR-E01-2022:565.2,Red Hat: [RHSA-2022:0266-03] Important: polkit security update,Red Hat Linux,2022-01-27T13:49:40.000Z,Critical
104849,MSS-OAR-E01-2022:574.2,Red Hat: [RHSA-2022:0265-03] Important: polkit security update,Red Hat Linux,2022-01-27T13:47:57.000Z,Critical
104853,MSS-OAR-E01-2022:578.1,Red Hat: [RHSA-2022:0181-05] Moderate: OpenShift Container Platform 4.6.54 extras and security update,Red Hat Linux,2022-01-27T11:04:54.000Z,Kyndryl Advisory
104852,MSS-OAR-E01-2022:577.1,Red Hat: [RHSA-2022:0289-04] Important: parfait:0.5 security update,Red Hat Linux,2022-01-27T11:03:39.000Z,Kyndryl Advisory
104851,MSS-OAR-E01-2022:576.1,Red Hat: [RHSA-2022:0209-02] Moderate: java-11-openjdk security update,Red Hat Linux,2022-01-27T11:01:23.000Z,Kyndryl Advisory
104848,MSS-OAR-E01-2022:573.1,Red Hat: [RHSA-2022:0185-03] Moderate: java-11-openjdk security update,Red Hat Linux,2022-01-27T10:56:48.000Z,Kyndryl Advisory
104846,MSS-OAR-E01-2022:571.1,Red Hat: [RHSA-2022:0236-04] Moderate: OpenShift Container Platform 3.11.570 security update,Red Hat Linux,2022-01-27T10:54:15.000Z,Kyndryl Advisory
104844,MSS-OAR-E01-2022:569.1,Red Hat: [RHSA-2022:0239-02] Important: libreswan security update,Red Hat Linux,2022-01-27T10:51:45.000Z,Kyndryl Advisory
104843,MSS-OAR-E01-2022:568.1,Red Hat: [RHSA-2022:0211-04] Moderate: java-11-openjdk security and bug fix update,Red Hat Linux,2022-01-27T10:50:43.000Z,Kyndryl Advisory
104842,MSS-OAR-E01-2022:567.1,Red Hat: [RHSA-2022:0232-02] Important: kpatch-patch security update,Red Hat Linux,2022-01-27T10:49:32.000Z,Kyndryl Advisory
104841,MSS-OAR-E01-2022:566.1,Red Hat: [RHSA-2022:0204-04] Moderate: java-11-openjdk security update,Red Hat Linux,2022-01-27T10:48:30.000Z,Kyndryl Advisory
104839,MSS-OAR-E01-2022:564.1,Red Hat: [RHSA-2022:0254-03] Moderate: rpm security update,Red Hat Linux,2022-01-27T10:44:09.000Z,Kyndryl Advisory
104838,MSS-OAR-E01-2022:563.1,Red Hat: [RHSA-2022:0291-04] Important: parfait:0.5 security update,Red Hat Linux,2022-01-27T10:39:46.000Z,Kyndryl Advisory
104835,MSS-OAR-E01-2022:560.1,Red Hat: [RHSA-2022:0230-03] Moderate: Red Hat OpenShift Enterprise Logging bug fix and security update (5.2.6),Red Hat Linux,2022-01-27T10:34:21.000Z,Kyndryl Advisory
104834,MSS-OAR-E01-2022:559.1,Red Hat: [RHSA-2022:0290-06] Important: parfait:0.5 security update,Red Hat Linux,2022-01-27T10:32:18.000Z,Kyndryl Advisory
104833,MSS-OAR-E01-2022:558.1,Red Hat: [RHSA-2022:0294-04] Important: parfait:0.5 security update,Red Hat Linux,2022-01-27T10:30:12.000Z,Kyndryl Advisory
104830,MSS-OAR-E01-2022:555.1,Red Hat: [RHSA-2022:0258-02] Important: httpd:2.4 security update,Red Hat Linux,2022-01-27T09:56:19.000Z,Kyndryl Advisory
104829,MSS-OAR-E01-2022:554.1,"Red Hat: [RHSA-2022:0246-04] Moderate: nodejs:14 security, bug fix, and enhancement update",Red Hat Linux,2022-01-27T09:54:31.000Z,Kyndryl Advisory
104828,MSS-OAR-E01-2022:553.1,Red Hat: [RHSA-2022:0231-03] Important: kpatch-patch security update,Red Hat Linux,2022-01-27T09:53:06.000Z,Kyndryl Advisory
104827,MSS-OAR-E01-2022:552.1,Red Hat: [RHSA-2022:0288-02] Important: httpd:2.4 security update,Red Hat Linux,2022-01-27T09:48:38.000Z,Kyndryl Advisory
104826,MSS-OAR-E01-2022:551.1,Red Hat: [RHSA-2022:0233-02] Moderate: java-11-openjdk security update,Red Hat Linux,2022-01-27T09:46:36.000Z,Kyndryl Advisory
104825,MSS-OAR-E01-2022:550.1,IBM PSIRT: Security Bulletin: Multiple vulnerabilities in IBM Java SDK and IBM Java Runtime affect IBM i,OS/400,2022-01-26T14:20:40.000Z,Kyndryl Advisory
104824,MSS-OAR-E01-2022:549.1,IBM PSIRT: Security Bulletin: Vulnerability in Java Batch affects WebSphere Application Server Liberty (CVE-2021-20492),IBM Tivoli,2022-01-26T14:18:49.000Z,Kyndryl Advisory
104823,MSS-OAR-E01-2022:548.1,"IBM PSIRT: Security Bulletin: IBM InfoSphere Information Server is vulnerable to denial of service and arbitrary code execution due to Apache Log4j (CVE-2021-45105, CVE-2021-45046)",IBM Other,2022-01-26T14:16:08.000Z,Kyndryl Advisory
104822,MSS-OAR-E01-2022:547.1,IBM PSIRT: Security Bulletin: IBM Security Guardium Insights is affected by multiple vulnerabilities,IBM Other,2022-01-26T14:04:17.000Z,Kyndryl Advisory
104821,MSS-OAR-E01-2022:546.1,"IBM PSIRT: Security Bulletin: IBM Security Guardium Insights is vulnerable to denial of service and arbitrary code execution due to Apache Log4j (CVE-2021-45105, CVE-2021-45046)",IBM Other,2022-01-26T14:02:22.000Z,Kyndryl Advisory
104820,MSS-OAR-E01-2022:545.1,IBM PSIRT: IBM WebSphere Application Server Liberty is vulnerable to LDAP Injection (CVE-2021-39031),Websphere,2022-01-26T13:47:03.000Z,Kyndryl Advisory
104819,MSS-OAR-E01-2022:544.1,IBM PSIRT: Security Bulletin: IBM Db2® Warehouse has released a fix in response to multiple vulnerabilities found in IBM Db2®,DB2,2022-01-26T13:40:08.000Z,Kyndryl Advisory
104818,MSS-OAR-E01-2022:543.1,IBM PSIRT: Security Bulletin: IBM Security Access Manager for Enterprise Single Sign-On is vulnerable to denial of service and arbitrary code execution due to Apache Log4j (CVE-2021-45105 and CVE-2021-45046),IBM Tivoli,2022-01-26T13:38:38.000Z,Kyndryl Advisory
104817,MSS-OAR-E01-2022:542.1,IBM PSIRT: Vulnerability in Apache Log4j affects IBM Cloud Private (CVE-2021-45046),IBM Other,2022-01-26T13:36:50.000Z,Kyndryl Advisory
104816,MSS-OAR-E01-2022:541.1,IBM Tivoli: Security Bulletin: Tivoli Network Manager IP Edition is vulnerable to a denial of service vulnerability (CVE-2021-30468),IBM Tivoli,2022-01-26T11:28:18.000Z,Kyndryl Advisory
104815,MSS-OAR-E01-2022:540.1,IBM Tivoli: Security Bulletin: Vulnerabilities in Node.js affect IBM Business Automation Workflow and IBM Business Process Manager (BPM),Websphere,2022-01-26T11:24:58.000Z,Kyndryl Advisory
104814,MSS-OAR-E01-2022:539.1,IBM Tivoli: Security Bulletin: Vulnerability in Java Batch affects WebSphere Application Server Liberty (CVE-2021-20492),IBM Tivoli,2022-01-26T11:21:22.000Z,Kyndryl Advisory
104813,MSS-OAR-E01-2022:538.1,IBM Tivoli: Security Bulletin: IBM Db2® Warehouse is vulnerable to denial of service and arbitrary code execution due to Apache Log4j (CVE-2021-45105 and CVE-2021-45046),IBM Tivoli,2022-01-26T11:18:58.000Z,Kyndryl Advisory
104812,MSS-OAR-E01-2022:537.1,IBM Tivoli: IBM Monitoring Academy Newsletter for July August 2021,IBM Tivoli,2022-01-26T11:16:18.000Z,Kyndryl Advisory
104811,MSS-OAR-E01-2022:536.1,"IBM Tivoli: Security Bulletin: Security vulnerabilities have been identified in IBM® SDK, Java™ Technology Edition shipped with IBM Tivoli Federated Identity Manager",IBM Tivoli,2022-01-26T11:05:45.000Z,Kyndryl Advisory
104810,MSS-OAR-E01-2022:535.1,IBM Tivoli: A Security Vulnerability Has Been Identified In WebSphere Application Server shipped with IBM Tivoli Federated Identity Manager (CVE-2021-38951),IBM Tivoli,2022-01-26T11:00:50.000Z,Kyndryl Advisory
104809,MSS-OAR-E01-2022:534.1,"IBM Tivoli: Security Bulletin: A security vulnerability has been identified in embedded IBM WebSphere Application Server, which is shipped with IBM Tivoli Network Manager IP Edition (CVE-2021-38951)",IBM Tivoli,2022-01-26T10:59:15.000Z,Kyndryl Advisory
104484,MSS-OAR-E01-2022:184.2,IBM Tivoli: Security Bulletin: Vulnerability in mount affects AIX (CVE-2021-38990),AIX,2022-01-26T10:55:59.000Z,Kyndryl Advisory
104310,MSS-OAR-E01-2022:8.2,"IBM Tivoli: Security Bulletin: IBM Tivoli Netcool/OMNIbus Web GUI is vulnerable to multiple Apache Log4j vulnerabilities (CVE-2021-45046,CVE-2021-45105)",IBM Tivoli,2022-01-26T10:50:09.000Z,Kyndryl Advisory
104808,MSS-OAR-E01-2022:533.1,Security Bulletin: Multiple vulnerabilities in IBM Java SDK and IBM Java Runtime affect IBM i,OS/400,2022-01-26T10:29:29.000Z,Kyndryl Advisory
104807,MSS-OAR-E01-2022:532.1,Security Bulletin: Vulnerability in OpenSSH affects AIX (CVE-2021-41617),AIX,2022-01-26T10:22:51.000Z,Kyndryl Advisory
104806,MSS-OAR-E01-2022:531.1,Novell: SUSE-SU-2022:0179-1: important: Security update for expat,Novell SuSE,2022-01-25T14:27:26.000Z,Kyndryl Advisory
104805,MSS-OAR-E01-2022:530.1,Novell: openSUSE-SU-2022:0176-1: important: Security update for unbound,Novell SuSE,2022-01-25T14:27:02.000Z,Kyndryl Advisory
104804,MSS-OAR-E01-2022:529.1,Novell: openSUSE-SU-2022:0169-1: important: Security update for the Linux Kernel,Novell SuSE,2022-01-25T14:26:38.000Z,Kyndryl Advisory
104803,MSS-OAR-E01-2022:528.1,Novell: openSUSE-SU-2022:0177-1: Security update for qemu,Novell SuSE,2022-01-25T14:25:38.000Z,Kyndryl Advisory
104802,MSS-OAR-E01-2022:527.1,Novell: SUSE-SU-2022:0176-1: important: Security update for unbound,Novell SuSE,2022-01-25T14:25:15.000Z,Kyndryl Advisory
104801,MSS-OAR-E01-2022:526.1,Novell: openSUSE-SU-2022:0019-1: important: Security update for chromium,Novell SuSE,2022-01-25T14:24:48.000Z,Kyndryl Advisory
104800,MSS-OAR-E01-2022:525.1,Novell: openSUSE-SU-2022:0171-1: moderate: Security update for rust1.55,Novell SuSE,2022-01-25T14:24:21.000Z,Kyndryl Advisory
104799,MSS-OAR-E01-2022:524.1,Novell: openSUSE-SU-2022:0157-1: important: Security update for zxing-cpp,Novell SuSE,2022-01-25T14:23:59.000Z,Kyndryl Advisory
104798,MSS-OAR-E01-2022:523.1,Novell: openSUSE-SU-2022:0175-1: moderate: Security update for rust1.57,Novell SuSE,2022-01-25T14:23:37.000Z,Kyndryl Advisory
104797,MSS-OAR-E01-2022:522.1,Novell: SUSE-SU-2022:0166-1: moderate: Security update for java-1_7_1-ibm,Novell SuSE,2022-01-25T14:23:11.000Z,Kyndryl Advisory
104796,MSS-OAR-E01-2022:521.1,Novell: openSUSE-SU-2022:0178-1: important: Security update for expat,Novell SuSE,2022-01-25T14:22:45.000Z,Kyndryl Advisory
104795,MSS-OAR-E01-2022:520.1,Novell: openSUSE-SU-2022:0020-1: important: Security update for virtualbox,Novell SuSE,2022-01-25T14:22:21.000Z,Kyndryl Advisory
104794,MSS-OAR-E01-2022:519.1,Novell: SUSE-SU-2022:0178-1: important: Security update for expat,Novell SuSE,2022-01-25T14:21:56.000Z,Kyndryl Advisory
104793,MSS-OAR-E01-2022:518.1,Novell: SUSE-SU-2022:0161-1: important: Security update for zsh,Novell SuSE,2022-01-25T14:21:33.000Z,Kyndryl Advisory
104792,MSS-OAR-E01-2022:517.1,F5:  BIG-IP MRF Diameter vulnerability CVE-2022-23019,Other Advisories,2022-01-25T11:37:19.000Z,Kyndryl Advisory
104791,MSS-OAR-E01-2022:516.1,F5:  Transparent DNS Cache can consume excessive resources,Other Advisories,2022-01-25T11:35:09.000Z,Kyndryl Advisory
104790,MSS-OAR-E01-2022:515.1,F5:  BIG-IP SYN Cookie Protection vulnerability CVE-2022-23011,Other Advisories,2022-01-25T11:30:36.000Z,Kyndryl Advisory
104789,MSS-OAR-E01-2022:514.1,F5:  F5 HTTP profile vulnerability CVE-2022-23022,Other Advisories,2022-01-25T11:27:39.000Z,Kyndryl Advisory
104788,MSS-OAR-E01-2022:513.1,F5:  BIG-IP Client SSL profile vulnerability CVE-2022-23015,Other Advisories,2022-01-25T11:25:51.000Z,Kyndryl Advisory
104787,MSS-OAR-E01-2022:512.1,F5:  BIG-IP TMM and DNS profile vulnerability CVE-2022-23017,Other Advisories,2022-01-25T11:24:00.000Z,Kyndryl Advisory
104786,MSS-OAR-E01-2022:511.1,"F5:  Advanced WAF, BIG-IP ASM, and NGINX App Protect attack signature bypass security exposure",Other Advisories,2022-01-25T11:22:05.000Z,Kyndryl Advisory
104785,MSS-OAR-E01-2022:510.1,F5:  BIG-IP SIP ALG vulnerability CVE-2022-23025,Other Advisories,2022-01-25T11:20:30.000Z,Kyndryl Advisory
104784,MSS-OAR-E01-2022:509.1,F5:  BIG-IP ASM and Advanced WAF REST API endpoint vulnerability CVE-2022-23026,Other Advisories,2022-01-25T11:18:02.000Z,Kyndryl Advisory
104783,MSS-OAR-E01-2022:508.1,F5:  iControl REST vulnerability CVE-2022-23023,Other Advisories,2022-01-25T11:14:13.000Z,Kyndryl Advisory
104782,MSS-OAR-E01-2022:507.1,F5:  BIG-IP FastL4 profile vulnerability CVE-2022-23029,Other Advisories,2022-01-25T11:11:55.000Z,Kyndryl Advisory
104781,MSS-OAR-E01-2022:506.1,F5:  BIG-IP VE vulnerability CVE-2022-23030,Other Advisories,2022-01-25T11:09:22.000Z,Kyndryl Advisory
104780,MSS-OAR-E01-2022:505.1,F5:  BIG-IP AFM vulnerability CVE-2022-23028,Other Advisories,2022-01-25T11:01:50.000Z,Kyndryl Advisory
104779,MSS-OAR-E01-2022:504.1,F5:  HTTP/2 profile vulnerability CVE-2022-23012,Other Advisories,2022-01-25T10:53:55.000Z,Kyndryl Advisory
104778,MSS-OAR-E01-2022:503.1,F5:  BIG-IP ASM and Advanced WAF TMUI vulnerability CVE-2022-23031,Other Advisories,2022-01-25T08:42:11.000Z,Kyndryl Advisory
104777,MSS-OAR-E01-2022:502.1,F5:  Virtual Machine Manager L1 Terminal Fault vulnerability CVE-2018-3646,Other Advisories,2022-01-25T08:38:11.000Z,Kyndryl Advisory
104776,MSS-OAR-E01-2022:501.1,F5:  TMM vulnerability CVE-2022-23021,Other Advisories,2022-01-25T08:32:59.000Z,Kyndryl Advisory
104775,MSS-OAR-E01-2022:500.1,F5:  BIG-IP AFM virtual server vulnerability CVE-2022-23018,Other Advisories,2022-01-25T08:31:25.000Z,Kyndryl Advisory
104774,MSS-OAR-E01-2022:499.1,F5:  BIG-IP AFM vulnerability CVE-2022-23024,Other Advisories,2022-01-25T08:29:43.000Z,Kyndryl Advisory
104773,MSS-OAR-E01-2022:498.1,F5:  BIG-IP FastL4 vulnerability CVE-2022-23010,Other Advisories,2022-01-25T08:28:17.000Z,Kyndryl Advisory
104772,MSS-OAR-E01-2022:497.1,F5:  SSL Forward Proxy vulnerability CVE-2022-23016,Other Advisories,2022-01-25T08:20:43.000Z,Kyndryl Advisory
104771,MSS-OAR-E01-2022:496.1,F5:  BIG-IP TMM vulnerability CVE-2022-23020 ,Other Advisories,2022-01-25T08:19:05.000Z,Kyndryl Advisory
104770,MSS-OAR-E01-2022:495.1,F5:  BIG-IP virtual server with FastL4 profile vulnerability CVE-2022-23027,Other Advisories,2022-01-25T08:17:24.000Z,Kyndryl Advisory
104769,MSS-OAR-E01-2022:494.1,F5:  BIG-IP APM portal access vulnerability CVE-2022-23014,Other Advisories,2022-01-25T08:15:39.000Z,Kyndryl Advisory
104768,MSS-OAR-E01-2022:493.1,F5:  Overview of F5 vulnerabilities (January 2022),Other Advisories,2022-01-25T08:12:08.000Z,Kyndryl Advisory
104767,MSS-OAR-E01-2022:492.1,F5:  TMUI XSS vulnerability CVE-2022-23013,Other Advisories,2022-01-25T08:08:45.000Z,Kyndryl Advisory
104766,MSS-OAR-E01-2022:491.1,F5:  BIG-IP APM Edge Client proxy vulnerability CVE-2022-23032,Other Advisories,2022-01-25T08:06:09.000Z,Kyndryl Advisory
104765,MSS-OAR-E01-2022:490.1,"F5:  Advanced WAF, BIG-IP ASM, and NGINX App Protect attack signature check failure",Other Advisories,2022-01-25T07:59:40.000Z,Kyndryl Advisory
104764,MSS-OAR-E01-2022:489.1,F5:  OS Kernel and SMM mode L1 Terminal Fault vulnerability CVE-2018-3620,Other Advisories,2022-01-25T07:55:16.000Z,Kyndryl Advisory
104763,MSS-OAR-E01-2022:488.1,F5:  OpenSSH client vulnerability CVE-2020-14145,Other Advisories,2022-01-25T07:53:21.000Z,Kyndryl Advisory
104762,MSS-OAR-E01-2022:460.1,Debian: [SECURITY] [DSA 5052-1] usbview security update,Debian,2022-01-24T16:04:47.000Z,Kyndryl Advisory
104761,MSS-OAR-E01-2022:459.1,Debian: [SECURITY] [DSA 5055-1] util-linux security update,Debian,2022-01-24T16:04:31.000Z,Kyndryl Advisory
104760,MSS-OAR-E01-2022:458.1,Debian: [SECURITY] [DSA 5056-1] strongswan security update,Debian,2022-01-24T16:04:14.000Z,Kyndryl Advisory
104759,MSS-OAR-E01-2022:457.1,Debian: [SECURITY] [DSA 5054-1] chromium security update,Debian,2022-01-24T16:03:58.000Z,Kyndryl Advisory
104758,MSS-OAR-E01-2022:456.1,Debian: [SECURITY] [DSA 5051-1] aide security update,Debian,2022-01-24T16:03:40.000Z,Kyndryl Advisory
104757,MSS-OAR-E01-2022:455.1,Debian: [SECURITY] [DSA 5042-1] epiphany-browser security update,Debian,2022-01-24T16:03:19.000Z,Kyndryl Advisory
104756,MSS-OAR-E01-2022:454.1,Debian: [SECURITY] [DSA 5050-1] linux security update,Debian,2022-01-24T16:02:24.000Z,Kyndryl Advisory
104755,MSS-OAR-E01-2022:453.1,Debian: [SECURITY] [DSA 5049-1] flatpak security update,Debian,2022-01-24T16:02:07.000Z,Kyndryl Advisory
104754,MSS-OAR-E01-2022:452.1,Debian: [SECURITY] [DSA 5057-1] openjdk-11 security update,Debian,2022-01-24T16:01:50.000Z,Kyndryl Advisory
104753,MSS-OAR-E01-2022:451.1,Debian: [SECURITY] [DSA 5053-1] pillow security update,Debian,2022-01-24T15:54:13.000Z,Kyndryl Advisory
104752,MSS-OAR-E01-2022:450.1,Mozilla: Security Vulnerabilities fixed in Firefox 96 — Mozilla,Firefox,2022-01-24T15:33:21.000Z,Kyndryl Advisory
